"customer_id","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies"
"8735-SDUFN",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9668-PUGNU",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9405-GPBBG",True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"1926-QUZNN",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7016-NVRIC",True,"No","Fiber optic","Yes","No","Yes","No","No","Yes"
"5829-NVSQN",True,"No","DSL","Yes","No","Yes","Yes","No","Yes"
"9565-AXSMR",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8869-LIHMK",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"0447-RXSGD",True,"Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
"4927-WWOOZ",True,"Yes","Fiber optic","No","No","Yes","No","Yes","No"
"5788-YPOEG",True,"No","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"0661-KBKPA",True,"Yes","DSL","No","No","Yes","Yes","Yes","Yes"
"9081-WWXKP",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0784-ZQJZX",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3133-PZNSR",True,"Yes","Fiber optic","Yes","Yes","No","Yes","No","Yes"
"0722-SVSFK",True,"No","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"3612-YVGSJ",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9825-YCXWZ",True,"No","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"5397-NSKQG",False,"No phone service","DSL","Yes","No","No","No","Yes","Yes"
"8565-HBFNN",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes"
"2000-DHJUY",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"8670-ERCJH",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"7758-UJWYS",False,"No phone service","DSL","No","No","No","Yes","Yes","No"
"2050-ONYDQ",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7055-JCGNI",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"0739-UUAJR",False,"No phone service","DSL","Yes","No","Yes","No","Yes","Yes"
"4826-DXMUP",True,"No","DSL","No","No","No","Yes","Yes","Yes"
"7285-KLOTR",True,"Yes","DSL","Yes","No","Yes","No","Yes","Yes"
"0654-PQKDW",True,"No","DSL","Yes","No","Yes","Yes","Yes","No"
"7175-NTIXE",True,"No","DSL","Yes","No","No","Yes","Yes","Yes"
"7963-SHNDT",False,"No phone service","DSL","Yes","Yes","No","Yes","No","No"
"9796-BPKIW",True,"No","Fiber optic","No","No","No","No","No","No"
"0188-GWFLE",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8129-GMVGI",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2882-DDZPG",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3547-LQRIK",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9137-NOQKA",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5843-TTHGI",True,"No","DSL","No","No","Yes","No","No","No"
"1849-RJYIG",True,"No","DSL","Yes","No","No","No","Yes","No"
"8868-GAGIO",True,"Yes","Fiber optic","Yes","No","Yes","No","No","No"
"4061-UKJWL",True,"No","DSL","No","No","No","No","No","No"
"5380-XPJNZ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8263-QMNTJ",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"3230-JCNZS",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No"
"0277-ORXQS",False,"No phone service","DSL","No","No","No","Yes","Yes","Yes"
"7996-BPXHY",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3227-WLKLI",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"2266-FUBDZ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8237-ULIXL",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8216-AZUUZ",True,"No","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"9153-BTBVV",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5186-PEIZU",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1074-AMIOH",True,"No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"4361-FEBGN",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7748-UMTRK",True,"Yes","Fiber optic","No","No","No","Yes","Yes","Yes"
"0380-ZCSBI",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7145-FEJWU",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"6463-MVYRY",True,"No","DSL","Yes","No","Yes","Yes","Yes","No"
"3969-JQABI",True,"No","DSL","Yes","Yes","No","No","Yes","No"
"9624-EGDEQ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1051-EQPZR",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5849-ASHZJ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5780-INQIK",True,"No","DSL","No","No","No","Yes","No","No"
"4526-ZJJTM",True,"No","Fiber optic","No","Yes","Yes","No","No","Yes"
"8384-FZBJK",True,"Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
"3750-RNQKR",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0962-CQPWQ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3096-YXENJ",True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"1265-BCFEO",True,"Yes","DSL","No","No","Yes","Yes","Yes","Yes"
"5837-LXSDN",True,"No","DSL","No","Yes","No","No","Yes","No"
"5945-AZYHT",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
"8325-QRPZR",True,"No","Fiber optic","No","No","Yes","No","No","No"
"6384-VMJHP",True,"No","DSL","Yes","Yes","Yes","Yes","No","Yes"
"2262-SLNVK",True,"No","Fiber optic","No","No","No","No","No","No"
"7730-CLDSV",True,"Yes","Fiber optic","No","Yes","Yes","Yes","No","Yes"
"1135-HIORI",True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"0164-APGRB",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"6481-ESCNL",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"1790-NESIO",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1550-EENBN",True,"Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes"
"8198-RKSZG",True,"Yes","DSL","No","Yes","No","Yes","Yes","Yes"
"9297-EONCV",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"1069-QJOEE",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7799-DSEWS",True,"No","DSL","Yes","No","Yes","Yes","Yes","No"
"8766-PAFNE",True,"No","DSL","No","Yes","Yes","Yes","Yes","Yes"
"5315-CKEQK",True,"Yes","DSL","No","No","No","No","No","No"
"3130-ICDUP",True,"Yes","Fiber optic","Yes","No","No","No","No","No"
"0820-FNRNX",True,"Yes","DSL","No","Yes","Yes","Yes","No","No"
"0880-FVFWF",True,"Yes","Fiber optic","Yes","Yes","No","No","No","No"
"4611-ANLQC",False,"No phone service","DSL","Yes","Yes","Yes","No","No","Yes"
"4213-HKBJO",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2792-LSHWX",True,"No","Fiber optic","Yes","Yes","No","Yes","No","No"
"0014-BMAQU",True,"Yes","Fiber optic","Yes","No","No","Yes","No","No"
"9018-PCIOK",True,"No","DSL","No","Yes","Yes","No","No","Yes"
"4837-QUSFT",True,"Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No"
"9953-ZMKSM",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0907-HQNTS",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"7665-NKLAV",False,"No phone service","DSL","Yes","No","Yes","Yes","No","No"
"4391-LNRXK",True,"No","Fiber optic","No","Yes","Yes","Yes","No","Yes"
"8250-ZNGGW",True,"No","DSL","Yes","Yes","No","Yes","No","No"
"8562-GHPPI",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5893-PYOLZ",True,"No","DSL","No","Yes","Yes","Yes","Yes","Yes"
"4986-MXSFP",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6131-FOYAS",True,"Yes","DSL","Yes","No","Yes","No","No","No"
"3027-YNWZU",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5609-IMCGG",True,"Yes","Fiber optic","Yes","No","Yes","No","No","No"
"4727-MCYZG",True,"No","DSL","No","No","No","No","No","Yes"
"9481-WHGWY",True,"No","DSL","Yes","No","No","Yes","Yes","Yes"
"4328-VUFWD",True,"No","DSL","No","No","No","Yes","No","Yes"
"7473-ZBDSN",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3166-PNEOF",True,"Yes","DSL","Yes","No","Yes","Yes","Yes","Yes"
"5639-NTUPK",True,"No","DSL","Yes","No","No","No","No","No"
"8780-YRMTT",False,"No phone service","DSL","Yes","Yes","Yes","Yes","No","No"
"5140-FOMCQ",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
"6242-SGYTS",True,"Yes","Fiber optic","Yes","Yes","No","No","Yes","No"
"8166-ORCHU",True,"No","Fiber optic","Yes","Yes","No","Yes","No","Yes"
"8414-OOEEL",True,"No","DSL","No","Yes","Yes","Yes","Yes","Yes"
"8454-AATJP",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"4531-AUZNK",True,"Yes","Fiber optic","Yes","No","No","Yes","Yes","No"
"4191-XOVOM",True,"Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes"
"2150-OEGBV",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1855-CFULU",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4878-BUNFV",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1872-EBWSC",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7026-YMSBE",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6997-UVGOX",True,"No","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"9674-EHPPG",False,"No phone service","DSL","Yes","No","Yes","Yes","No","No"
"5440-VHLUL",True,"Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes"
"5781-BKHOP",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No"
"5213-TWWJU",True,"No","Fiber optic","No","No","Yes","Yes","No","Yes"
"8628-MFKAX",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"7629-WIXZF",True,"No","DSL","Yes","No","No","No","No","Yes"
"5445-GLVOT",True,"No","DSL","Yes","No","No","No","No","No"
"3976-HXHCE",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2466-NEJOJ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0254-KCJGT",True,"Yes","DSL","Yes","Yes","Yes","Yes","No","Yes"
"5472-CVMDX",False,"No phone service","DSL","Yes","No","Yes","Yes","No","No"
"6461-SZMCV",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"8150-QUDFX",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9508-ILZDG",True,"Yes","Fiber optic","No","Yes","No","Yes","Yes","No"
"2346-DJQTB",False,"No phone service","DSL","No","No","No","No","No","No"
"1697-LYYYX",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1942-OQFRW",True,"No","DSL","No","No","No","No","No","No"
"9640-ZSLDC",True,"No","DSL","No","No","Yes","No","No","Yes"
"4231-LZUYM",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6128-AQBMT",False,"No phone service","DSL","No","Yes","Yes","No","Yes","Yes"
"3594-BDSOA",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5133-VRSAB",False,"No phone service","DSL","Yes","No","No","No","No","No"
"5996-DAOQL",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6838-YAUVY",True,"Yes","Fiber optic","No","No","Yes","Yes","No","Yes"
"0484-JPBRU",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
